1	1
0.0173204	0.922716
0.0173204	0.922716
0.0173204	0.922716
0.0173204	0.922716
0.0173204	0.922716
0.0173204	0.922716
0.0173204	0.922716
0.0173204	0.922716
0.0173204	0.922716
0.00595674	0.862044
0.00595674	0.862044
0.00595674	0.862044
0.00595674	0.862044
0.00595674	0.862044
0.00595674	0.862044
0.00595674	0.862044
0.00595674	0.862044
0.00595674	0.862044
0.00595674	0.862044
0.00222232	0.769592
0.00222232	0.769592
0.00222232	0.769592
0.00222232	0.769592
0.00222232	0.769592
0.00222232	0.769592
0.00222232	0.769592
0.00222232	0.769592
0.00222232	0.769592
0	0
