1	1
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.0120228	0.897321
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0.00278087	0.817602
0	0
